Centre_ID,Centre_Title,Centre_Address,County,Maximum_Occupancy,Centre_Phone,Person_in_Charge,Person_in_Charge_Phone,Registration_Provider,Registration_Provider_Address,Registration_Provider_Phone,Registration_Date,Registration_Expiry_Date,Expiry_Date_Note,CRO_Registration_Number,Management_Contacts,Registration_Number,Chief_Inspector_Note,Registration_Conditions,URL
726,"St Mary's Residential Care Centre","Shantalla Road, H91 VND6",Galway,62,"091 540 500","Yvonne Carpenter","091 540 500","St Mary's Nursing Home Unlimited Company","Office Buildings, Portiuncula Nursing Home, Multyfarnham, N91 RW14, Westmeath","044 9371359",22-11-2022,21-11-2025,,483688,,REG-0036373,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated [31/05/2022]. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 62",https://www.hiqa.ie/areas-we-work/find-a-centre/st-marys-residential-care-centre
495,"St Mary's Residential Centre","Shercock Road, Castleblayney , A75 TD61",Monaghan,70,"042 975 3600","Jenny Smyth","086 047 7547","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",27-09-2021,26-09-2024,,,,REG-0035242,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 12 April 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 70.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-marys-residential-centre
539,"St Oliver Plunkett Community Unit","Dublin Road, Dundalk, A91 E671",Louth,63,"042 933 4488","Marie Butler","042 933 4488","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",08-06-2021,07-06-2024,,,,REG-0034262,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 05/02/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 63.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-oliver-plunkett-community-unit
178,"St Pappin's Nursing Home","Ballymun Road, Ballymun, D09 DX39",Dublin,51,"01 842 3474",,,"Silver Stream Health Care Limited","c/o Ratoath Manor Nursing Home, Ratoath, A85 YW73, Meath",01-8254265,11-03-2023,10-03-2026,,243314,"Blathnaid Hart - 01 825 4265",REG-0036714,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 23rd January 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 51.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-pappins-nursing-home
661,"St Patrick's Community Hospital","Summerhill, Carrick on Shannon, N41 P897",Leitrim,41,"071 962 0011","Resmi Mable George","071 962 0011","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",27-06-2021,26-06-2024,,,"Lorraine Sheridan McDonagh - 071 964 4376",REG-0035198,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 29/11/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 41.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-patricks-community-hospital
433,"St Paul's Nursing Home","St Nessan's Road, Dooradoyle, V94 VY10",Limerick,57,"061 228 209","Anne Neville",228209,"Blockstar Limited","Bawntard North, Killmallock, V35 WN15, Limerick","086 358 8041",03-08-2023,02-08-2026,,463359,"Geraldine Comerford - 061 228 209",REG-0037269,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 26/06/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 57.Condition 4In order to comply with Regulation 28: Fire precautions the registered provider will 1. ensure that all fire doors and door sets,  identified as deficient on the ground,  first and the second floor and which do not have certification are replaced with 30 minute fire resistant doors or 60 minute if required and provide certification of same by the 29 February 2024.  2. ensure the following are completed by the 31 March 2024 •	an assessment of service and other penetrations and gaps has been carried out and a fire stopping programme completed, •	there are adequate means of escape including an emergency lighting system supported with a certificate of commissioning, •	all fire compartments are reviewed by a competent person to ensure that they are effective compartment boundaries and any remedial works which may be prescribed are completed.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-pauls-nursing-home
395,"St Phelim's Nursing Home","Dromahair, F91 VY83",Leitrim,76,"071 913 4032","Aisling Flanagan","071 913 4032","Flanagan's Nursing Home Limited","St. Phelim's Nursing Home, Dromahair, Leitrim","071 916 4966",09-10-2021,08-10-2024,,364847,,REG-0034938,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 06/10/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 76",https://www.hiqa.ie/areas-we-work/find-a-centre/st-phelims-nursing-home
293,"St Teresa's Nursing Home","Friar Street, Cashel, E25 TC65",Tipperary,30,"062 61 477",,,"Cashel Care Limited","St. Teresa's Nursing Home, Friar Street, Cashel, Co. Tipperary, E25 TC65, Tipperary","062 61 477",12-04-2022,11-04-2025,,506203,,REG-0035641,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 01/12/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 30.Condition 4Notwithstanding the requirements placed on the registered provider to comply with the Health Act 2007 (Care and Welfare of Residents in Designated Centres for Older People) Regulations 2013,  the registered provider shall take all necessary action to comply with Regulation 27: Infection Control,  to the satisfaction of the Chief Inspector no later than 28 February 2023.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-teresas-nursing-home
171,"St Ursula's Nursing Home","Golf Links Road, Bettystown, A92 PY76",Meath,24,"041 982 7422","Elizabeth Ayodeji","041 982 7422","Ballyhavil Limited","Golf Links Road, Bettystown, A92 PY76, Meath","041 982 7422",23-02-2024,22-02-2027,,357041,,REG-0038052,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 17/11/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 24.Condition 4By 01 April 2024 the registered provider shall ensure that there is a Person in Charge in the designated centre and that the post is held by a person who is a registered nurse with •	not less than 3 years’ experience of nursing older persons within the previous 6 years •	not less than 3 years’ experience in a management capacity in the health and social care area,  •	a post registration management qualification in health or a related field.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-ursulas-nursing-home
483,"St Vincent's Care Centre","Coosan Road, Athlone, N37 A3K5",Westmeath,35,"090 648 3153","Katherine Saavedra","090 648 3153","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",20-04-2021,19-04-2024,,,"Margaret Monaghan - 044 939 4930",REG-0034314,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 17/08/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 35.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-care-centre
533,"St Vincent's Community Nursing Unit","Irishtown, Mountmellick, R32HK85",Laois,57,"057 864 4782","Mary Margaret Daly","057 864 4781","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",11-04-2021,10-04-2024,,,,REG-0034058,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 10 October 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 57.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-community-nursing-unit
520,"St Vincent's Hospital","Woodstock Street, Athy, R14 AY22",Kildare,82,"059 864 3000/3011","Caroline Doran","059 864 3000","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",25-06-2021,24-06-2024,,,,REG-0034599,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose and within the footprint of the designated centre on the floor plan dated 10 October 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 82.Condition 4No new residents may be admitted to the designated centre until such time as all red and orange rated risks identified in the provider’s fire safety audit report undertaken on September 2021 and as revised in August 2022 have been completed as per plan submitted to the Chief Inspector on 10 November 2023. 
Remaining works required to protect residents from the risk of fire will be completed on a phased basis according to the schedule submitted to the Chief Inspector on 10 November 2023:1)	Holy Family Unit to be completed by 29 March 20242)	St Anne’s Unit to be completed by 31st May 20243)	Le Cheile unit to be completed by 28 June 2024
As the works are completed on any individual unit the HSE may apply to vary this condition to remove the restriction on admissions to that unit.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-hospital
428,"St. Anthony's Nursing Home","Kilduff Castle, Pallasgreen, V94 PF76",Limerick,61,"061 384 104 / 388704","Sean Fennessy","061 384 104","Kilduff Care Co. Limited","St. Anthony's Nursing Home, Kilduff Castle, Pallasgreen, V94 PF76, Limerick","061 384 104",01-03-2023,28-02-2026,,408999,,REG-0036719,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 16 January 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 61.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-anthonys-nursing-home
7836,"St. Anthony's Unit","Glenconnor Road, Clonmel, E91 PP20",Tipperary,18,"052 617 7480","Nisha Abraham","052 617 7480","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",13-08-2023,12-08-2026,,,"Denise Flynn - 062 70 489",REG-0037289,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plans received on 02 (main building) and 13 (laundry and kitchen) of June 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 18",https://www.hiqa.ie/areas-we-work/find-a-centre/st-anthonys-unit
386,"St. Attracta's Residence","Hagfield, Charlestown , F12 KN36",Mayo,70,"094 925 4307","Alison Moore","094 925 4307","St. Attracta's Nursing Home Unlimited Company","St. Attracta's Nursing Home, Hagfield, Charlestown , F12 KN36, Mayo","094 925 4307",16-06-2023,15-06-2026,,474878,"Trina Donohue - 094 925 4307",REG-0037159,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 3 July 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 70Condition 4By 31 December 2023 the registered provider shall have addressed all red rated fire safety risks set out in the Fire Safety Risk Assessment and in so doing ensure that residents are protected from the risk of fire.  By the same date the registered provider will have returned a time bound action plan to address all orange rated fire safety risks identified in the same Fire Safety Risk Assessment,  to the satisfaction of the office of the Chief Inspector no later than the same date.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-attractas-residence
389,"St. Brendan's High Support Unit","Mulranny, Westport, F28 A386",Mayo,25,"098 36027","Patricia Maguire","098 36 027","Mulranny Day Centre Housing Limited","Amenity Centre, Mulranny, F28 A386, Mayo","098 36 027",13-08-2022,12-08-2025,,193506,,REG-0039651,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/01/2023  with the following exceptions; 1.  Bedroom number 18 on St Brid's Unit may only be used to accommodate one independently ambulant resident on a short term basis,  admitted for respite or convalescence care. 2. All bedrooms may only be used to accommodate one resident in each room
The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  within the parameters for individual rooms as listed above,  as specified by the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of residents to be accommodated in this centre is 25.Condition 4Bedroom 18 on St Brid's Unit may only be used to accommodate one independently ambulant resident for a maximum period of 28 days,  admitted for respite or convalescence care.Condition 5Notwithstanding the requirements placed on the registered provider to comply with the Health Act 2007 (Care and Welfare of Residents In Designated Centres For Older People) Regulations 2016,  the registered provider shall take all necessary action to comply with • Regulation 16,  Training and Staff Development • Regulation 23,  Governance and Management• Regulation 27,  Infection Control• Regulation 28,  Fire precautions• Regulation 29,  Medicines and PharmaceuticalsTo the satisfaction of the Chief Inspector no later than 30 April 2023",https://www.hiqa.ie/areas-we-work/find-a-centre/st-brendans-high-support-unit
450,"St. Dominic Savio Nursing Home","Cahilly, Liscannor, V95 Y927",Clare,28,"065 708 1555","Elizabeth Craven","065 679859","Smith Hall Limited","St. Dominic Savio Nursing Home, Cahilly, Liscannor, Y95 Y927, Clare","065 708 1555",30-09-2023,29-09-2026,,365926,"Desdemona Smith - 087 668 2886, Andrew Smith - 065 708 1555",REG-0037457,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 27 June 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 28.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-dominic-savio-nursing-home
392,"St. Eunan's Nursing Home","Rough Park, Ramelton Road, Letterkenny, F92 FP21",Donegal,42,"074 910 3860","Ronagh McCaul","074 910 3860","St. Eunan's Nursing and Convalescent Home Limited","44 Orchard Grove, Letterkenny, F92 NN7F, Donegal","074 912 8508",13-08-2023,12-08-2026,,349656,"Noel Fitzpatrick - 074 910 3860, Deirdre Murdy - 087 1758392",REG-0037287,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated [21/02/2023]. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: [42].",https://www.hiqa.ie/areas-we-work/find-a-centre/st-eunans-nursing-home
168,"St. Francis' Nursing Home","Mount Oliver, Dundalk, A91 TC21",Louth,25,"042 935 8985 / 935 8984 / 935 8900","Susan Muzondo","042 935 8900","St Francis Nursing Home (Mount Oliver) Company limited by Guarantee","34A Gilford Road, Sandymount, D04 FN79, Dublin 4","01 283 8376",02-02-2023,01-02-2026,,417937,,REG-0036723,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 26/09/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 25.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-francis-nursing-home
686,"St. Gladys Nursing Home","53 Lower Kimmage Road, Harold's Cross, D6W C566",Dublin,51,"01 492 7624","Alyn Joy Lacuesta","01 492 7624","Willoway Nursing Home Limited","Blanchardstown Corporate Park, Block 1, Ballycoolin Road, D15 AKK1, Dublin 15","01 496 8744",13-04-2020,12-04-2023,,377001,"Angela McNamee - 087 864 9790",REG-0034083,,"Condition 1Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose dated July 2020 v3 within the footprint of the designated centre on the floor plan submitted on 16 July 2020.  The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 51.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-gladys-nursing-home
5668,"St. Gobnaits Nursing Home","Drewscourt, Ballyagran, Killmallock, V35E188",Limerick,20,"063 82065","Maura O'Sullivan","063 820 65","St. Gobnaits Nursing Home Limited","Drewscourt, Ballyagran, Killmallock, V35  E188, Limerick","063 82 065",13-12-2023,12-12-2026,,599964,"Bryan O'Sullivan - 063 820 65",REG-0037755,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 16/08/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 20.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-gobnaits-nursing-home-0
660,"St. John's Community Hospital","Ballytivnan, F91 H224",Sligo,101,"071 914 2606","Nicola Scanlon Fox","071 914 2606","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",15-09-2021,14-09-2024,,,,REG-0038741,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 13 October 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 101.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-johns-community-hospital-0
102,"St. Joseph's Centre","Crinken Lane, Shankill , D18 TY00",Dublin,61,"01 282 3000","Sinoy Allyboccus","01 282 3000","Saint John of God Hospital Company Limited by Guarantee","Granada, Stillorgan Road, Stillorgan, A94 D9N1, Co. Dublin","01 277 1521",09-12-2022,08-12-2025,,430743,"Damien O Dowd - 01 277 1400",REG-0037266,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated received 14th November 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 61.Condition 4In order to uphold the residents' right to choice and access to sufficient sanitary facilities,  the registered provider shall ensure that there is a sufficient number of showers having regard to the dependency of persons in the designated centre. By 27th May 2024 the current communal bathrooms in each of the Carrigeen and Avoca Lodges will each be converted to two separate shower facilities with toilets.Condition 5By 27th May 2024 the registered provider will address and make good the findings from the inspection on 13th October 2022 to ensure that the premises is of sound construction,  in a good state of repair and suitably decorated by carrying out the following:•Repairing the tiles and fixtures in communal bathrooms•Completing the painting of the designated centre•Repairing all water damaged areas including the oratory ceiling and floors",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-centre
613,"St. Joseph's Hospital","Lifford Road, Ennis, V95RT99",Clare,76,"065 686 3856","Regina Jordan","065 686 3856","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",22-06-2021,21-06-2024,,,,REG-0036502,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose (11 February 2022)  within the footprint of the designated centre on the floor plan received on 06 January 2022). The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 76.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-hospital
288,"St. Joseph's Nursing Home","Killowen, Kenmare, V93 RW94",Kerry,50,"064 6641 100","Emer Kidney","064 664 1100","Rathsheen Investments Limited","St. Joseph's Nursing Home, Killowen, Kenmare, Co. Kerry, Kerry","064 664 1100",20-09-2022,19-09-2025,,250132,"Donncha Kidney - 064 664 1100",REG-0036131,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose (Revision number 13) received on 28 June 2022 and the floor plans dated May 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 50.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-nursing-home-0
4664,"St. Michael's Nursing Home","One Hundred Acres East, Caherconlish, V94 E400",Limerick,80,"061 450 060","Siobhan Johnston","061 450 060","Blockstar Limited","Bawntard North, Killmallock, V35 WN15, Limerick","086 358 8041",28-03-2022,27-03-2025,,463359,"Geraldine Comerford - 061 228 209",REG-0035609,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose dated 02/03/2022 within the footprint of the designated centre on the floor plan dated 29/09/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 80.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-michaels-nursing-home
179,"St. Patrick's Care Centre","Dublin Street, Baldoyle, D13V085",Dublin,78,"01 905 2266","Lloyd Mutandwa","01 905 2266","Cowper Care Centre DAC","Gascoigne House, 37-39 Cowper Road, Rathmines, DO6 HW18, Dublin 6","01 406 6414",03-07-2023,02-07-2026,,291145,"Fergus Shields - 01 406 6414 / 083 356 8264, Nor-Ain Tani - 01 406 6414",REG-0037196,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 03/03/2023 . The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 78.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-patricks-care-centre
