Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2022,Male,36 years,Meath,Number,1526
Population,2022,Male,36 years,Monaghan,Number,421
Population,2022,Male,36 years,Mayo,Number,871
Population,2022,Male,36 years,Offaly,Number,521
Population,2022,Male,36 years,Roscommon,Number,465
Population,2022,Male,36 years,South Dublin,Number,2304
Population,2022,Male,36 years,Sligo,Number,444
Population,2022,Male,36 years,Tipperary,Number,1011
Population,2022,Male,36 years,Waterford City and County,Number,832
Population,2022,Male,36 years,Westmeath,Number,722
Population,2022,Male,36 years,Wicklow,Number,949
Population,2022,Male,36 years,Wexford,Number,1009
Population,2022,Male,37 years,State,Number,36427
Population,2022,Male,37 years,Cork City and Cork County,Number,4114
Population,2022,Male,37 years,Clare,Number,788
Population,2022,Male,37 years,Cavan,Number,578
Population,2022,Male,37 years,Carlow,Number,451
Population,2022,Male,37 years,Dublin City,Number,5208
Population,2022,Male,37 years,Donegal,Number,991
Population,2022,Male,37 years,Dún Laoghaire-Rathdown,Number,1543
Population,2022,Male,37 years,Fingal,Number,2528
Population,2022,Male,37 years,Galway City,Number,650
Population,2022,Male,37 years,Galway County,Number,1243
Population,2022,Male,37 years,Kildare,Number,1837
Population,2022,Male,37 years,Kilkenny,Number,657
Population,2022,Male,37 years,Kerry,Number,948
Population,2022,Male,37 years,Longford,Number,275
Population,2022,Male,37 years,Louth,Number,878
Population,2022,Male,37 years,Limerick City and County,Number,1468
Population,2022,Male,37 years,Leitrim,Number,211
Population,2022,Male,37 years,Laois,Number,704
Population,2022,Male,37 years,Meath,Number,1601
Population,2022,Male,37 years,Monaghan,Number,472
Population,2022,Male,37 years,Mayo,Number,899
Population,2022,Male,37 years,Offaly,Number,563
Population,2022,Male,37 years,Roscommon,Number,431
Population,2022,Male,37 years,South Dublin,Number,2327
Population,2022,Male,37 years,Sligo,Number,423
Population,2022,Male,37 years,Tipperary,Number,1019
Population,2022,Male,37 years,Waterford City and County,Number,823
Population,2022,Male,37 years,Westmeath,Number,719
Population,2022,Male,37 years,Wicklow,Number,1076
Population,2022,Male,37 years,Wexford,Number,1002
Population,2022,Male,38 years,State,Number,37513
Population,2022,Male,38 years,Cork City and Cork County,Number,4189
Population,2022,Male,38 years,Clare,Number,863
Population,2022,Male,38 years,Cavan,Number,583
Population,2022,Male,38 years,Carlow,Number,465
Population,2022,Male,38 years,Dublin City,Number,5083
Population,2022,Male,38 years,Donegal,Number,1036
Population,2022,Male,38 years,Dún Laoghaire-Rathdown,Number,1644
Population,2022,Male,38 years,Fingal,Number,2682
Population,2022,Male,38 years,Galway City,Number,624
Population,2022,Male,38 years,Galway County,Number,1266
Population,2022,Male,38 years,Kildare,Number,1889
Population,2022,Male,38 years,Kilkenny,Number,683
Population,2022,Male,38 years,Kerry,Number,1033
Population,2022,Male,38 years,Longford,Number,333
Population,2022,Male,38 years,Louth,Number,964
Population,2022,Male,38 years,Limerick City and County,Number,1521
Population,2022,Male,38 years,Leitrim,Number,231
Population,2022,Male,38 years,Laois,Number,718
Population,2022,Male,38 years,Meath,Number,1605
Population,2022,Male,38 years,Monaghan,Number,466
Population,2022,Male,38 years,Mayo,Number,892
Population,2022,Male,38 years,Offaly,Number,564
Population,2022,Male,38 years,Roscommon,Number,492
Population,2022,Male,38 years,South Dublin,Number,2418
Population,2022,Male,38 years,Sligo,Number,493
Population,2022,Male,38 years,Tipperary,Number,1124
Population,2022,Male,38 years,Waterford City and County,Number,851
Population,2022,Male,38 years,Westmeath,Number,657
Population,2022,Male,38 years,Wicklow,Number,1077
Population,2022,Male,38 years,Wexford,Number,1067
Population,2022,Male,39 years,State,Number,38749
Population,2022,Male,39 years,Cork City and Cork County,Number,4352
Population,2022,Male,39 years,Clare,Number,829
Population,2022,Male,39 years,Cavan,Number,641
Population,2022,Male,39 years,Carlow,Number,453
Population,2022,Male,39 years,Dublin City,Number,4959
Population,2022,Male,39 years,Donegal,Number,1121
Population,2022,Male,39 years,Dún Laoghaire-Rathdown,Number,1667
Population,2022,Male,39 years,Fingal,Number,2780
Population,2022,Male,39 years,Galway City,Number,644
Population,2022,Male,39 years,Galway County,Number,1407
Population,2022,Male,39 years,Kildare,Number,2085
Population,2022,Male,39 years,Kilkenny,Number,756
Population,2022,Male,39 years,Kerry,Number,1022
Population,2022,Male,39 years,Longford,Number,337
Population,2022,Male,39 years,Louth,Number,1001
Population,2022,Male,39 years,Limerick City and County,Number,1540
Population,2022,Male,39 years,Leitrim,Number,242
Population,2022,Male,39 years,Laois,Number,762
Population,2022,Male,39 years,Meath,Number,1752
Population,2022,Male,39 years,Monaghan,Number,500
Population,2022,Male,39 years,Mayo,Number,959
Population,2022,Male,39 years,Offaly,Number,581
Population,2022,Male,39 years,Roscommon,Number,470
Population,2022,Male,39 years,South Dublin,Number,2420
Population,2022,Male,39 years,Sligo,Number,509
Population,2022,Male,39 years,Tipperary,Number,1136
Population,2022,Male,39 years,Waterford City and County,Number,851
Population,2022,Male,39 years,Westmeath,Number,758
Population,2022,Male,39 years,Wicklow,Number,1137
Population,2022,Male,39 years,Wexford,Number,1078
Population,2022,Male,40 years,State,Number,40301
Population,2022,Male,40 years,Cork City and Cork County,Number,4494
Population,2022,Male,40 years,Clare,Number,907
Population,2022,Male,40 years,Cavan,Number,633
Population,2022,Male,40 years,Carlow,Number,494
Population,2022,Male,40 years,Dublin City,Number,4961
Population,2022,Male,40 years,Donegal,Number,1149
Population,2022,Male,40 years,Dún Laoghaire-Rathdown,Number,1736
Population,2022,Male,40 years,Fingal,Number,2973
Population,2022,Male,40 years,Galway City,Number,707
Population,2022,Male,40 years,Galway County,Number,1443
Population,2022,Male,40 years,Kildare,Number,2090
Population,2022,Male,40 years,Kilkenny,Number,810
Population,2022,Male,40 years,Kerry,Number,1112
Population,2022,Male,40 years,Longford,Number,396
Population,2022,Male,40 years,Louth,Number,1119
Population,2022,Male,40 years,Limerick City and County,Number,1637
Population,2022,Male,40 years,Leitrim,Number,245
Population,2022,Male,40 years,Laois,Number,747
Population,2022,Male,40 years,Meath,Number,1787
Population,2022,Male,40 years,Monaghan,Number,477
Population,2022,Male,40 years,Mayo,Number,943
Population,2022,Male,40 years,Offaly,Number,691
Population,2022,Male,40 years,Roscommon,Number,489
Population,2022,Male,40 years,South Dublin,Number,2575
Population,2022,Male,40 years,Sligo,Number,491
Population,2022,Male,40 years,Tipperary,Number,1226
Population,2022,Male,40 years,Waterford City and County,Number,898
Population,2022,Male,40 years,Westmeath,Number,723
Population,2022,Male,40 years,Wicklow,Number,1176
Population,2022,Male,40 years,Wexford,Number,1172
Population,2022,Male,41 years,State,Number,41401
Population,2022,Male,41 years,Cork City and Cork County,Number,4660
Population,2022,Male,41 years,Clare,Number,926
Population,2022,Male,41 years,Cavan,Number,630
Population,2022,Male,41 years,Carlow,Number,487
Population,2022,Male,41 years,Dublin City,Number,4913
Population,2022,Male,41 years,Donegal,Number,1168
Population,2022,Male,41 years,Dún Laoghaire-Rathdown,Number,1795
Population,2022,Male,41 years,Fingal,Number,3043
Population,2022,Male,41 years,Galway City,Number,699
Population,2022,Male,41 years,Galway County,Number,1587
Population,2022,Male,41 years,Kildare,Number,2183
Population,2022,Male,41 years,Kilkenny,Number,787
Population,2022,Male,41 years,Kerry,Number,1141
Population,2022,Male,41 years,Longford,Number,410
Population,2022,Male,41 years,Louth,Number,1100
Population,2022,Male,41 years,Limerick City and County,Number,1646
Population,2022,Male,41 years,Leitrim,Number,276
Population,2022,Male,41 years,Laois,Number,799
Population,2022,Male,41 years,Meath,Number,1850
Population,2022,Male,41 years,Monaghan,Number,549
Population,2022,Male,41 years,Mayo,Number,950
Population,2022,Male,41 years,Offaly,Number,628
Population,2022,Male,41 years,Roscommon,Number,546
Population,2022,Male,41 years,South Dublin,Number,2610
Population,2022,Male,41 years,Sligo,Number,509
Population,2022,Male,41 years,Tipperary,Number,1247
Population,2022,Male,41 years,Waterford City and County,Number,960
Population,2022,Male,41 years,Westmeath,Number,759
Population,2022,Male,41 years,Wicklow,Number,1250
Population,2022,Male,41 years,Wexford,Number,1293
Population,2022,Male,42 years,State,Number,41644
Population,2022,Male,42 years,Cork City and Cork County,Number,4653
Population,2022,Male,42 years,Clare,Number,969
Population,2022,Male,42 years,Cavan,Number,624
Population,2022,Male,42 years,Carlow,Number,528
Population,2022,Male,42 years,Dublin City,Number,4704
Population,2022,Male,42 years,Donegal,Number,1224
Population,2022,Male,42 years,Dún Laoghaire-Rathdown,Number,1812
Population,2022,Male,42 years,Fingal,Number,3069
Population,2022,Male,42 years,Galway City,Number,692
Population,2022,Male,42 years,Galway County,Number,1558
Population,2022,Male,42 years,Kildare,Number,2192
Population,2022,Male,42 years,Kilkenny,Number,791
Population,2022,Male,42 years,Kerry,Number,1248
Population,2022,Male,42 years,Longford,Number,384
Population,2022,Male,42 years,Louth,Number,1133
Population,2022,Male,42 years,Limerick City and County,Number,1613
Population,2022,Male,42 years,Leitrim,Number,249
Population,2022,Male,42 years,Laois,Number,813
Population,2022,Male,42 years,Meath,Number,1903
Population,2022,Male,42 years,Monaghan,Number,486
Population,2022,Male,42 years,Mayo,Number,1007
Population,2022,Male,42 years,Offaly,Number,625
Population,2022,Male,42 years,Roscommon,Number,538
Population,2022,Male,42 years,South Dublin,Number,2626
Population,2022,Male,42 years,Sligo,Number,541
Population,2022,Male,42 years,Tipperary,Number,1254
Population,2022,Male,42 years,Waterford City and County,Number,1022
Population,2022,Male,42 years,Westmeath,Number,778
Population,2022,Male,42 years,Wicklow,Number,1306
Population,2022,Male,42 years,Wexford,Number,1302
Population,2022,Male,43 years,State,Number,39275
Population,2022,Male,43 years,Cork City and Cork County,Number,4491
Population,2022,Male,43 years,Clare,Number,892
Population,2022,Male,43 years,Cavan,Number,632
Population,2022,Male,43 years,Carlow,Number,487
Population,2022,Male,43 years,Dublin City,Number,4458
Population,2022,Male,43 years,Donegal,Number,1186
Population,2022,Male,43 years,Dún Laoghaire-Rathdown,Number,1665
Population,2022,Male,43 years,Fingal,Number,2948
Population,2022,Male,43 years,Galway City,Number,645
Population,2022,Male,43 years,Galway County,Number,1469
Population,2022,Male,43 years,Kildare,Number,2080
Population,2022,Male,43 years,Kilkenny,Number,799
Population,2022,Male,43 years,Kerry,Number,1145
Population,2022,Male,43 years,Longford,Number,384
Population,2022,Male,43 years,Louth,Number,971
Population,2022,Male,43 years,Limerick City and County,Number,1543
Population,2022,Male,43 years,Leitrim,Number,246
Population,2022,Male,43 years,Laois,Number,727
Population,2022,Male,43 years,Meath,Number,1773
Population,2022,Male,43 years,Monaghan,Number,477
Population,2022,Male,43 years,Mayo,Number,919
Population,2022,Male,43 years,Offaly,Number,572
Population,2022,Male,43 years,Roscommon,Number,472
Population,2022,Male,43 years,South Dublin,Number,2555
Population,2022,Male,43 years,Sligo,Number,482
Population,2022,Male,43 years,Tipperary,Number,1235
Population,2022,Male,43 years,Waterford City and County,Number,1008
Population,2022,Male,43 years,Westmeath,Number,673
Population,2022,Male,43 years,Wicklow,Number,1222
Population,2022,Male,43 years,Wexford,Number,1119
Population,2022,Male,44 years,State,Number,37940
Population,2022,Male,44 years,Cork City and Cork County,Number,4313
Population,2022,Male,44 years,Clare,Number,884
Population,2022,Male,44 years,Cavan,Number,586
Population,2022,Male,44 years,Carlow,Number,448
Population,2022,Male,44 years,Dublin City,Number,4210
Population,2022,Male,44 years,Donegal,Number,1181
Population,2022,Male,44 years,Dún Laoghaire-Rathdown,Number,1566
Population,2022,Male,44 years,Fingal,Number,2707
Population,2022,Male,44 years,Galway City,Number,613
Population,2022,Male,44 years,Galway County,Number,1449
Population,2022,Male,44 years,Kildare,Number,1971
Population,2022,Male,44 years,Kilkenny,Number,800
Population,2022,Male,44 years,Kerry,Number,1179
Population,2022,Male,44 years,Longford,Number,334
Population,2022,Male,44 years,Louth,Number,1002
Population,2022,Male,44 years,Limerick City and County,Number,1503
Population,2022,Male,44 years,Leitrim,Number,264
Population,2022,Male,44 years,Laois,Number,712
Population,2022,Male,44 years,Meath,Number,1748
Population,2022,Male,44 years,Monaghan,Number,465
Population,2022,Male,44 years,Mayo,Number,955
Population,2022,Male,44 years,Offaly,Number,617
Population,2022,Male,44 years,Roscommon,Number,478
Population,2022,Male,44 years,South Dublin,Number,2330
Population,2022,Male,44 years,Sligo,Number,506
Population,2022,Male,44 years,Tipperary,Number,1172
Population,2022,Male,44 years,Waterford City and County,Number,930
Population,2022,Male,44 years,Westmeath,Number,679
Population,2022,Male,44 years,Wicklow,Number,1224
Population,2022,Male,44 years,Wexford,Number,1114
Population,2022,Male,45 years,State,Number,37710
Population,2022,Male,45 years,Cork City and Cork County,Number,4361
Population,2022,Male,45 years,Clare,Number,936
Population,2022,Male,45 years,Cavan,Number,538
Population,2022,Male,45 years,Carlow,Number,447
Population,2022,Male,45 years,Dublin City,Number,4016
Population,2022,Male,45 years,Donegal,Number,1193
Population,2022,Male,45 years,Dún Laoghaire-Rathdown,Number,1443
Population,2022,Male,45 years,Fingal,Number,2788
Population,2022,Male,45 years,Galway City,Number,584
Population,2022,Male,45 years,Galway County,Number,1462
Population,2022,Male,45 years,Kildare,Number,1959
Population,2022,Male,45 years,Kilkenny,Number,770
